run_id,dataset,chunk_config,chunk_strategy,chunk_size,overlap,embedding,retrieval_config,retrieval_mode,top_k,candidate_k,lexical_weight,source_boost,article_boost,title_weight,questions,source_hit_rate,question_law_hit_rate,article_hit_rate,chunk_hit_rate,all_phrase_hit_rate,phrase_hit_rate,context_relevance_mean,results_jsonl,score
four_dataset_medium_mig_01,natural,legal-2500-o250,legal,2500,250,intfloat/multilingual-e5-base,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,0.9666666666666667,1.0,0.9,0.0,0.6,0.6833333333333335,1.8666666666666667,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-2500-o250__intfloat-multilingual-e5-base__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.7483333333333333
four_dataset_medium_mig_01,dual_mixed,legal-1800-o150,legal,1800,150,intfloat/multilingual-e5-base,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,1.0,1.0,0.9333333333333333,0.7666666666666667,0.2,0.47777777777777775,1.9333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-1800-o150__intfloat-multilingual-e5-base__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.7466666666666667
four_dataset_medium_mig_01,natural,legal-1000-o100,legal,1000,100,BAAI/bge-m3,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,0.9666666666666667,1.0,0.9333333333333333,0.0,0.5333333333333333,0.6444444444444444,1.9,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1000-o100__baai-bge-m3__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.7466666666666666
four_dataset_medium_mig_01,dual_mixed,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,1.0,1.0,0.9333333333333333,0.8333333333333334,0.16666666666666666,0.475,1.9333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-1800-o150__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.7450000000000001
four_dataset_medium_mig_01,dual_natural,legal-1800-o150,legal,1800,150,intfloat/multilingual-e5-base,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,0.9666666666666667,1.0,0.9,0.8666666666666667,0.2,0.4666666666666667,1.8666666666666667,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-1800-o150__intfloat-multilingual-e5-base__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.735
four_dataset_medium_mig_01,natural,legal-2500-o250,legal,2500,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,0.9,1.0,0.9,0.0,0.6,0.6888888888888889,1.8,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-2500-o250__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.735
four_dataset_medium_mig_01,dual_mixed,legal-2500-o250,legal,2500,250,BAAI/bge-m3,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,1.0,0.0,0.3333333333333333,0.663888888888889,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-2500-o250__baai-bge-m3__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.7333333333333333
four_dataset_medium_mig_01,natural,legal-1000-o100,legal,1000,100,intfloat/multilingual-e5-base,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,0.9666666666666667,1.0,0.9,0.0,0.5333333333333333,0.6222222222222221,1.8666666666666667,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1000-o100__intfloat-multilingual-e5-base__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.7316666666666667
four_dataset_medium_mig_01,dual_natural,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,1.0,1.0,0.9333333333333333,0.8333333333333334,0.1,0.4055555555555556,1.9333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-1800-o150__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.7283333333333334
four_dataset_medium_mig_01,citation,legal-1800-o150,legal,1800,150,intfloat/multilingual-e5-base,dense-k3,dense,3,30,0.0,0.0,0.0,0.0,30,0.9666666666666667,1.0,0.7333333333333333,0.6333333333333333,0.5666666666666667,0.6,1.7,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-1800-o150__intfloat-multilingual-e5-base__dense-k3.jsonl,0.7283333333333334
four_dataset_medium_mig_01,dual_natural,legal-1800-o150,legal,1800,150,BAAI/bge-m3,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,0.9666666666666667,1.0,0.9,0.8666666666666667,0.16666666666666666,0.45,1.8666666666666667,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-1800-o150__baai-bge-m3__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.7266666666666667
four_dataset_medium_mig_01,dual_natural,legal-2500-o250,legal,2500,250,BAAI/bge-m3,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,0.9666666666666667,0.0,0.36666666666666664,0.6194444444444446,1.9666666666666666,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-2500-o250__baai-bge-m3__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.7266666666666667
four_dataset_medium_mig_01,natural,legal-2500-o250,legal,2500,250,BAAI/bge-m3,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,0.9666666666666667,1.0,0.9,0.0,0.5,0.65,1.8666666666666667,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-2500-o250__baai-bge-m3__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.7233333333333334
four_dataset_medium_mig_01,natural,legal-2500-o250,legal,2500,250,intfloat/multilingual-e5-base,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,0.9666666666666667,1.0,0.8666666666666667,0.0,0.5333333333333333,0.65,1.8333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-2500-o250__intfloat-multilingual-e5-base__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.7166666666666667
four_dataset_medium_mig_01,natural,legal-1000-o100,legal,1000,100,intfloat/multilingual-e5-base,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,0.9666666666666667,1.0,0.9,0.0,0.4666666666666667,0.5555555555555555,1.8666666666666667,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1000-o100__intfloat-multilingual-e5-base__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.715
four_dataset_medium_mig_01,natural,legal-1000-o100,legal,1000,100,BAAI/bge-m3,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,0.9666666666666667,1.0,0.9333333333333333,0.0,0.4,0.5555555555555555,1.9,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1000-o100__baai-bge-m3__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.7133333333333334
four_dataset_medium_mig_01,natural,legal-2500-o250,legal,2500,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,0.9,1.0,0.8666666666666667,0.0,0.5666666666666667,0.6444444444444444,1.7666666666666666,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-2500-o250__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.7116666666666667
four_dataset_medium_mig_01,natural,legal-2500-o250,legal,2500,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,0.9,1.0,0.8666666666666667,0.0,0.5666666666666667,0.6555555555555554,1.7666666666666666,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-2500-o250__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.7116666666666667
four_dataset_medium_mig_01,dual_mixed,legal-2500-o250,legal,2500,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,1.0,0.0,0.23333333333333334,0.5972222222222221,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-2500-o250__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.7083333333333334
four_dataset_medium_mig_01,dual_mixed,legal-2500-o250,legal,2500,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,1.0,0.0,0.23333333333333334,0.6055555555555555,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-2500-o250__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.7083333333333334
four_dataset_medium_mig_01,natural,legal-2500-o250,legal,2500,250,BAAI/bge-m3,dense-k3,dense,3,30,0.0,0.0,0.0,0.0,30,0.9666666666666667,1.0,0.8666666666666667,0.0,0.5,0.5888888888888888,1.8333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-2500-o250__baai-bge-m3__dense-k3.jsonl,0.7083333333333334
four_dataset_medium_mig_01,citation,legal-1000-o100,legal,1000,100,BAAI/bge-m3,dense-k3,dense,3,30,0.0,0.0,0.0,0.0,30,0.9333333333333333,0.9333333333333333,0.8,0.0,0.6333333333333333,0.7055555555555555,1.7333333333333334,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-1000-o100__baai-bge-m3__dense-k3.jsonl,0.705
four_dataset_medium_mig_01,natural,legal-1000-o100,legal,1000,100,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,0.9,1.0,0.8666666666666667,0.0,0.5333333333333333,0.6333333333333333,1.7666666666666666,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1000-o100__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.7033333333333333
four_dataset_medium_mig_01,dual_mixed,legal-2500-o250,legal,2500,250,intfloat/multilingual-e5-base,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,0.9666666666666667,0.0,0.26666666666666666,0.575,1.9666666666666666,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-2500-o250__intfloat-multilingual-e5-base__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.7016666666666665
four_dataset_medium_mig_01,dual_mixed,legal-2500-o250,legal,2500,250,BAAI/bge-m3,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,1.0,1.0,1.0,0.0,0.2,0.5722222222222222,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-2500-o250__baai-bge-m3__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.7
four_dataset_medium_mig_01,natural,legal-1000-o100,legal,1000,100,BAAI/bge-m3,dense-k3,dense,3,30,0.0,0.0,0.0,0.0,30,1.0,1.0,0.8666666666666667,0.0,0.43333333333333335,0.5777777777777776,1.8666666666666667,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1000-o100__baai-bge-m3__dense-k3.jsonl,0.6983333333333334
four_dataset_medium_mig_01,dual_natural,legal-2500-o250,legal,2500,250,intfloat/multilingual-e5-base,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,0.9333333333333333,0.0,0.3,0.5444444444444444,1.9333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-2500-o250__intfloat-multilingual-e5-base__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.695
four_dataset_medium_mig_01,dual_natural,legal-2500-o250,legal,2500,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,0.9666666666666667,0.0,0.23333333333333334,0.5222222222222223,1.9666666666666666,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-2500-o250__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.6933333333333332
four_dataset_medium_mig_01,dual_mixed,legal-2500-o250,legal,2500,250,intfloat/multilingual-e5-base,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,0.9666666666666667,0.0,0.23333333333333334,0.5333333333333333,1.9666666666666666,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-2500-o250__intfloat-multilingual-e5-base__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.6933333333333332
four_dataset_medium_mig_01,dual_natural,legal-1000-o100,legal,1000,100,BAAI/bge-m3,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,1.0,0.0,0.16666666666666666,0.5,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-1000-o100__baai-bge-m3__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.6916666666666667
four_dataset_medium_mig_01,natural,legal-1800-o150,legal,1800,150,intfloat/multilingual-e5-base,dense-k3,dense,3,30,0.0,0.0,0.0,0.0,30,0.9666666666666667,1.0,0.7333333333333333,0.6333333333333333,0.4,0.5055555555555555,1.7,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1800-o150__intfloat-multilingual-e5-base__dense-k3.jsonl,0.6866666666666668
four_dataset_medium_mig_01,dual_natural,legal-2500-o250,legal,2500,250,BAAI/bge-m3,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,0.9333333333333333,0.0,0.26666666666666666,0.5416666666666666,1.9333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-2500-o250__baai-bge-m3__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.6866666666666666
four_dataset_medium_mig_01,dual_natural,legal-2500-o250,legal,2500,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,0.9666666666666667,0.0,0.2,0.5055555555555556,1.9666666666666666,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-2500-o250__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.6849999999999999
four_dataset_medium_mig_01,dual_mixed,legal-1000-o100,legal,1000,100,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,1.0,0.0,0.13333333333333333,0.4944444444444444,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-1000-o100__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.6833333333333332
four_dataset_medium_mig_01,dual_mixed,legal-1000-o100,legal,1000,100,intfloat/multilingual-e5-base,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,1.0,0.0,0.13333333333333333,0.47777777777777775,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-1000-o100__intfloat-multilingual-e5-base__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.6833333333333332
four_dataset_medium_mig_01,dual_mixed,legal-1000-o100,legal,1000,100,BAAI/bge-m3,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,1.0,0.0,0.13333333333333333,0.5638888888888888,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-1000-o100__baai-bge-m3__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.6833333333333332
four_dataset_medium_mig_01,dual_mixed,legal-2500-o250,legal,2500,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,1.0,1.0,1.0,0.0,0.13333333333333333,0.4305555555555556,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-2500-o250__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.6833333333333332
four_dataset_medium_mig_01,natural,legal-1000-o100,legal,1000,100,intfloat/multilingual-e5-base,dense-k3,dense,3,30,0.0,0.0,0.0,0.0,30,1.0,0.9666666666666667,0.8666666666666667,0.0,0.36666666666666664,0.4888888888888888,1.8666666666666667,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1000-o100__intfloat-multilingual-e5-base__dense-k3.jsonl,0.6816666666666666
four_dataset_medium_mig_01,dual_natural,legal-2500-o250,legal,2500,250,intfloat/multilingual-e5-base,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,0.9,0.0,0.3,0.5194444444444444,1.9,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-2500-o250__intfloat-multilingual-e5-base__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.68
four_dataset_medium_mig_01,natural,legal-1000-o100,legal,1000,100,intfloat/multilingual-e5-base,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,0.9666666666666667,1.0,0.8666666666666667,0.0,0.36666666666666664,0.5222222222222221,1.8333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1000-o100__intfloat-multilingual-e5-base__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.675
four_dataset_medium_mig_01,dual_mixed,legal-1000-o100,legal,1000,100,BAAI/bge-m3,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,1.0,0.0,0.1,0.4972222222222221,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-1000-o100__baai-bge-m3__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.6749999999999999
four_dataset_medium_mig_01,natural,legal-1000-o100,legal,1000,100,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,0.9,1.0,0.8333333333333334,0.0,0.4666666666666667,0.5666666666666667,1.7333333333333334,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1000-o100__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.6716666666666666
four_dataset_medium_mig_01,dual_natural,legal-1000-o100,legal,1000,100,BAAI/bge-m3,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,0.9666666666666667,0.0,0.13333333333333333,0.45,1.9666666666666666,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-1000-o100__baai-bge-m3__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.6683333333333333
four_dataset_medium_mig_01,dual_mixed,legal-2500-o250,legal,2500,250,intfloat/multilingual-e5-base,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,1.0,1.0,0.9666666666666667,0.0,0.13333333333333333,0.4361111111111111,1.9666666666666666,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-2500-o250__intfloat-multilingual-e5-base__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.6683333333333333
four_dataset_medium_mig_01,dual_mixed,legal-1000-o100,legal,1000,100,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,1.0,1.0,1.0,0.0,0.06666666666666667,0.35555555555555557,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-1000-o100__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.6666666666666666
four_dataset_medium_mig_01,dual_mixed,legal-1000-o100,legal,1000,100,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,1.0,0.0,0.06666666666666667,0.36666666666666664,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-1000-o100__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.6666666666666666
four_dataset_medium_mig_01,dual_natural,legal-1000-o100,legal,1000,100,intfloat/multilingual-e5-base,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,0.9333333333333333,0.0,0.16666666666666666,0.4666666666666667,1.9333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-1000-o100__intfloat-multilingual-e5-base__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.6616666666666667
four_dataset_medium_mig_01,dual_natural,legal-2500-o250,legal,2500,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,1.0,1.0,0.9333333333333333,0.0,0.16666666666666666,0.4555555555555556,1.9333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-2500-o250__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.6616666666666667
four_dataset_medium_mig_01,dual_mixed,legal-1000-o100,legal,1000,100,intfloat/multilingual-e5-base,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,1.0,0.0,0.03333333333333333,0.38611111111111107,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-1000-o100__intfloat-multilingual-e5-base__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.6583333333333333
four_dataset_medium_mig_01,dual_mixed,legal-1000-o100,legal,1000,100,BAAI/bge-m3,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,1.0,1.0,1.0,0.0,0.03333333333333333,0.3777777777777778,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-1000-o100__baai-bge-m3__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.6583333333333333
four_dataset_medium_mig_01,natural,legal-2500-o250,legal,2500,250,intfloat/multilingual-e5-base,dense-k3,dense,3,30,0.0,0.0,0.0,0.0,30,0.9666666666666667,1.0,0.7666666666666667,0.0,0.4666666666666667,0.5666666666666667,1.7333333333333334,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-2500-o250__intfloat-multilingual-e5-base__dense-k3.jsonl,0.655
four_dataset_medium_mig_01,dual_natural,legal-2500-o250,legal,2500,250,intfloat/multilingual-e5-base,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,1.0,1.0,0.9,0.0,0.2,0.4583333333333333,1.9,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-2500-o250__intfloat-multilingual-e5-base__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.6549999999999999
four_dataset_medium_mig_01,dual_natural,legal-1800-o150,legal,1800,150,BAAI/bge-m3,dense-k3,dense,3,30,0.0,0.0,0.0,0.0,30,0.9666666666666667,1.0,0.8333333333333334,0.7666666666666667,0.03333333333333333,0.35,1.8,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-1800-o150__baai-bge-m3__dense-k3.jsonl,0.6533333333333334
four_dataset_medium_mig_01,dual_mixed,legal-1800-o150,legal,1800,150,BAAI/bge-m3,dense-k3,dense,3,30,0.0,0.0,0.0,0.0,30,1.0,1.0,0.8333333333333334,0.6,0.06666666666666667,0.3416666666666667,1.8333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-1800-o150__baai-bge-m3__dense-k3.jsonl,0.6516666666666667
four_dataset_medium_mig_01,dual_natural,legal-1000-o100,legal,1000,100,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,0.9666666666666667,0.0,0.06666666666666667,0.44722222222222224,1.9666666666666666,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-1000-o100__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.6516666666666666
four_dataset_medium_mig_01,dual_natural,legal-1000-o100,legal,1000,100,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,0.9666666666666667,0.0,0.06666666666666667,0.4638888888888889,1.9666666666666666,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-1000-o100__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.6516666666666666
four_dataset_medium_mig_01,dual_mixed,legal-1000-o100,legal,1000,100,intfloat/multilingual-e5-base,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,1.0,1.0,1.0,0.0,0.0,0.3277777777777778,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-1000-o100__intfloat-multilingual-e5-base__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.65
